"","M","N","Phi","Tau","True-ES","mean-es","es-var","rel-var","rel-sd","relbias-es","phi","rho","dcoverage","tcoverage"
"574",4,40,0.7,0.2,0,0.000252767231146729,0.0040818066260076,0.954087506047399,0.976774030186818,Inf,0.690500082949103,0.00396686299753827,0.9702,0.9704
"575",4,40,0.7,0.2,0.5,0.515026547701898,0.00884088987041942,0.95967175642816,0.979628376696061,0.0300530954037967,0.691049125034541,0.00399179362062515,0.9417,0.9392
"576",4,40,0.7,0.2,1,1.03065501214843,0.0237735135799926,0.965294916188978,0.98249423214031,0.0306550121484268,0.691308811840889,0.00410780343451868,0.913,0.9055
"577",4,40,0.7,0.4,0,-1.92358102911927e-05,0.00330302756515981,0.94959692962884,0.974472641806244,-Inf,0.690963477911829,0.045675199425972,0.9794,0.98
"578",4,40,0.7,0.4,0.5,0.529457700929785,0.0126378559040329,0.97722958815867,0.988549234059017,0.0589154018595697,0.691113379592728,0.0412319613553424,0.896,0.8859
"579",4,40,0.7,0.4,1,1.05681047472201,0.0409664999801594,0.99548318514318,0.997739036593828,0.0568104747220146,0.6908166921914,0.0424981384385801,0.8162,0.8027
"580",4,40,0.7,0.6,0,0.000330106011734327,0.00235822662568976,0.925436121201092,0.961995904981456,Inf,0.692544131865209,0.168092653530723,0.987,0.987
"581",4,40,0.7,0.6,0.5,0.549564696584078,0.0202138031632088,0.990321197940641,0.995148832055106,0.0991293931681563,0.691069228200704,0.16514165819037,0.8325,0.8157
"582",4,40,0.7,0.6,1,1.10164486827429,0.076465656721336,1.02734395999796,1.0135797748564,0.101644868274285,0.691442269165209,0.16410552974862,0.7385,0.731
"583",4,40,0.7,0.8,0,0.00120075269429594,0.0014517184271744,0.820710115535704,0.905930524673776,Inf,0.691627112632374,0.4287611047486,0.9892,0.9895
"584",4,40,0.7,0.8,0.5,0.584691206670986,0.0395276738842604,0.919533263765626,0.958922970715389,0.169382413341971,0.690535083914933,0.427962398158086,0.8521,0.8276
"585",4,40,0.7,0.8,1,1.1742061143341,0.156393359897211,0.944328960610961,0.971765898048991,0.174206114334104,0.690792066338199,0.425364815758698,0.8197,0.811
"586",4,40,0.9,0,0,-0.000287715158760097,0.0018557397616852,0.893885891201458,0.94545538826613,-Inf,0.864012768747126,0.00561926568127115,0.9692,0.9697
"587",4,40,0.9,0,0.5,0.526171986668984,0.0110587161781819,0.893854658390354,0.945438870784544,0.052343973337968,0.863610876452444,0.00498080642210062,0.946,0.9384
"588",4,40,0.9,0,1,1.05239133666549,0.0387798609922983,0.894059911658599,0.94554741375491,0.0523913366654853,0.863521532434948,0.00467200569988718,0.9351,0.9294
"589",4,40,0.9,0.2,0,0.000732371238714104,0.001566061425252,0.890503700145687,0.943665035987711,Inf,0.86454918201579,0.022174822320305,0.9752,0.9755
"590",4,40,0.9,0.2,0.5,0.535197195553745,0.0144482472177339,0.912482377337167,0.955239434559298,0.0703943911074902,0.863095801058077,0.0248262511252942,0.9119,0.9069
"591",4,40,0.9,0.2,1,1.07157842024019,0.0522398972770874,0.918153813771189,0.958203430264779,0.0715784202401935,0.863860439693352,0.0228262703629839,0.8957,0.8929
"592",4,40,0.9,0.4,0,-0.000282152405742652,0.0012509342341204,0.881080225677683,0.938658737602587,-Inf,0.863917948670015,0.0704134378690394,0.9848,0.9849
"593",4,40,0.9,0.4,0.5,0.54923784877517,0.0195704419751609,0.934221448276452,0.966551316938967,0.0984756975503391,0.864766548727509,0.0670598487652645,0.8747,0.8598
"594",4,40,0.9,0.4,1,1.09838634717994,0.0758297346290128,0.943331589734274,0.971252588019344,0.0983863471799373,0.864182963004329,0.0683662011982558,0.8529,0.8422
"595",4,40,0.9,0.6,0,-0.00021529718146807,0.000896672172537945,0.853717799107014,0.923968505473543,-Inf,0.864990378143884,0.17075460281147,0.992,0.9921
"596",4,40,0.9,0.6,0.5,0.570115810934379,0.0295569636756952,0.946074475379724,0.972663598259812,0.140231621868757,0.86466650782437,0.170962937681394,0.845,0.8296
"597",4,40,0.9,0.6,1,1.135460093792,0.11696479731455,0.947041853840479,0.97316075436717,0.135460093791999,0.864208016887777,0.17615171615093,0.8178,0.8136
"598",4,40,0.9,0.8,0,-0.000215417931465096,0.000551552788572032,0.764822318740989,0.87454120471307,-Inf,0.864381117671467,0.39859941348383,0.9934,0.9938
"599",4,40,0.9,0.8,0.5,0.60509254072616,0.0534638519825661,0.875591159490401,0.935730281379416,0.21018508145232,0.864261279308091,0.397735978594728,0.8611,0.831
"600",4,40,0.9,0.8,1,1.20713486367237,0.216013331647608,0.875574490215128,0.935721374242957,0.207134863672365,0.864260369598914,0.398985040587225,0.8437,0.8259
"601",4,50,-0.9,0,0,-0.000167558288249043,0.34348477862125,0.945709396665573,0.972475910583688,-Inf,-0.793878765184412,0.0217451990390771,0.8287,0.8293
"602",4,50,-0.9,0,0.5,0.524853966640227,0.338210175733598,0.946698579653987,0.972984367630841,0.0497079332804535,-0.793994861706764,0.0222497115302428,0.8363,0.8383
"603",4,50,-0.9,0,1,1.04148584453696,0.374475776934045,0.948479558625875,0.973899152184596,0.0414858445369564,-0.793319455658979,0.0245704658080378,0.8323,0.835
"604",4,50,-0.9,0.2,0,0.00104550461764503,0.27767928082937,0.947941986822542,0.973623123607149,Inf,-0.793384892338411,0.074699294409457,0.8622,0.8625
"605",4,50,-0.9,0.2,0.5,0.516748666447613,0.279155622156952,0.948180314886003,0.973745508275136,0.0334973328952262,-0.79384599453207,0.0741024358176362,0.8677,0.8674
"606",4,50,-0.9,0.2,1,1.03858284788574,0.299217171161535,0.950251163697386,0.974808270224143,0.0385828478857386,-0.792704905351071,0.0752632712308553,0.8684,0.8684
"607",4,50,-0.9,0.4,0,0.00391901683839285,0.211337471659505,0.936185214231777,0.967566645886358,Inf,-0.794010748118973,0.203013324309448,0.8869,0.8872
"608",4,50,-0.9,0.4,0.5,0.518497039135075,0.218282864977325,0.935873983397417,0.967405800787558,0.0369940782701494,-0.793653232167597,0.206834912037763,0.8838,0.8841
"609",4,50,-0.9,0.4,1,1.05866252474298,0.246718078665625,0.941984908396252,0.970559070019055,0.0586625247429824,-0.793933547404248,0.20416143186733,0.8861,0.883
"610",4,50,-0.9,0.6,0,-0.00605953530331102,0.16072237073678,0.876787516629749,0.936369327044489,-Inf,-0.793636307262067,0.390212582571238,0.8972,0.8981
"611",4,50,-0.9,0.6,0.5,0.54886237962011,0.176620110271135,0.884570213916734,0.940515929645391,0.0977247592402197,-0.793320260787749,0.384055202058772,0.898,0.8984
"612",4,50,-0.9,0.6,1,1.09207741187524,0.223137772839636,0.891296926720825,0.944085232762819,0.0920774118752379,-0.793927036768993,0.387676040790618,0.9037,0.8959
"613",4,50,-0.9,0.8,0,0.00234159908335388,0.0925704806108986,0.730161223578255,0.854494718285757,Inf,-0.793227461684732,0.625946851742423,0.9302,0.932
"614",4,50,-0.9,0.8,0.5,0.578558062455896,0.126367703743216,0.737921026612674,0.859023298061627,0.157116124911793,-0.793946958502392,0.620788317263118,0.9391,0.9287
"615",4,50,-0.9,0.8,1,1.16996191922207,0.24332728164331,0.751469959796809,0.866873670033188,0.169961919222068,-0.793158975690915,0.621625518893365,0.9341,0.9122
"616",4,50,-0.7,0,0,0.000440639019679351,0.111476402184693,0.971075102331523,0.985431429543184,Inf,-0.613667402008234,5.67026223615406e-06,0.9126,0.9127
"617",4,50,-0.7,0,0.5,0.505534115234943,0.112387668961397,0.970868777696773,0.985326736517777,0.0110682304698864,-0.614745483987256,6.96952555544641e-06,0.9127,0.9125
"618",4,50,-0.7,0,1,1.00765440203724,0.119043683615432,0.970097621992649,0.984935338990661,0.00765440203724155,-0.613492370072005,0,0.9106,0.9123
"619",4,50,-0.7,0.2,0,0.00806020789175304,0.0889590933541082,0.971293210812543,0.985542089822928,Inf,-0.614130476224473,0.00524418326598378,0.9389,0.9389
"620",4,50,-0.7,0.2,0.5,0.506831621805403,0.094411590853707,0.971337206129208,0.985564409934332,0.0136632436108064,-0.613603807979602,0.00541391519946682,0.9356,0.9345
"621",4,50,-0.7,0.2,1,1.01586274716191,0.101584363399307,0.971798128383478,0.985798218898512,0.0158627471619097,-0.612818297138361,0.00620025060551927,0.9353,0.9367
"622",4,50,-0.7,0.4,0,-0.000657850579688496,0.070243464996271,0.971026620606745,0.98540682999802,-Inf,-0.613190882204624,0.0758718574984615,0.9542,0.9545
"623",4,50,-0.7,0.4,0.5,0.520672079283283,0.0806362525381565,0.972063645646253,0.985932880903286,0.0413441585665657,-0.613789359780467,0.0801858279554802,0.9472,0.9462
"624",4,50,-0.7,0.4,1,1.03498343279362,0.0961819474911791,0.974558734815515,0.987197414307551,0.0349834327936214,-0.613940383801016,0.0789678897161323,0.9299,0.9289
"625",4,50,-0.7,0.6,0,-0.0047767312992774,0.0517704193351,0.938703371103468,0.968867055433029,-Inf,-0.613974172553157,0.257071917157084,0.9636,0.9636
"626",4,50,-0.7,0.6,0.5,0.536858896877867,0.0666159859230702,0.945946392440526,0.972597754696424,0.0737177937557334,-0.614219442427859,0.249929126241004,0.9498,0.9457
"627",4,50,-0.7,0.6,1,1.07929404166719,0.109693207863174,0.959179954969468,0.979377330230524,0.079294041667185,-0.613872264475536,0.25455001774193,0.9125,0.9053
"628",4,50,-0.7,0.8,0,0.00186123831989953,0.0330035076859615,0.815277102024037,0.902926963837074,Inf,-0.61432184318617,0.514147300360351,0.9719,0.9721
"629",4,50,-0.7,0.8,0.5,0.578748182351431,0.0630629903806162,0.833579144988486,0.913005555836593,0.157496364702863,-0.614570456989462,0.522368234462894,0.9597,0.9364
"630",4,50,-0.7,0.8,1,1.15224199853527,0.166894024803331,0.855885101338129,0.925140584634643,0.152241998535275,-0.613091092109923,0.5239059578891,0.9197,0.8862
"631",4,50,-0.5,0,0,-7.70953017278107e-05,0.0602679960631198,0.98081979620882,0.990363466717558,-Inf,-0.42838733047401,0,0.9256,0.9256
"632",4,50,-0.5,0,0.5,0.502826085182154,0.060967984651463,0.980634145377358,0.990269733647029,0.00565217036430865,-0.429072999314878,0,0.9275,0.9285
"633",4,50,-0.5,0,1,1.00447674634838,0.0640047089856583,0.980008117678004,0.989953593699222,0.00447674634837969,-0.42838602074055,0,0.9324,0.9339
"634",4,50,-0.5,0.2,0,-0.000661611133422287,0.0490752748643642,0.980898013939838,0.990402955336785,-Inf,-0.428197074802553,0.00281210318441042,0.9502,0.9502
"635",4,50,-0.5,0.2,0.5,0.510215344017492,0.0511095262812379,0.981417642758873,0.990665252625161,0.0204306880349843,-0.428689975937178,0.00262446626568984,0.9491,0.9478
"636",4,50,-0.5,0.2,1,1.01784043194871,0.0581092052257822,0.982448186824581,0.991185243445735,0.0178404319487091,-0.428197579671099,0.00259032930376536,0.9448,0.9436
"637",4,50,-0.5,0.4,0,-0.00335032034847163,0.0386343227312292,0.980078852019238,0.989989319144019,-Inf,-0.427356838679103,0.0597931008451422,0.9645,0.9646
"638",4,50,-0.5,0.4,0.5,0.515381198043247,0.0439592749745012,0.981109248590467,0.990509590357644,0.0307623960864931,-0.426987989473328,0.0618083460878941,0.9593,0.9571
"639",4,50,-0.5,0.4,1,1.0325228370352,0.0645509089949216,0.98441341367619,0.992176100133535,0.0325228370351953,-0.428851819106695,0.0625925271374041,0.9257,0.9237
"640",4,50,-0.5,0.6,0,0.000395855862347955,0.0291512777684403,0.953175528117968,0.976307086995669,Inf,-0.427039974011715,0.223821544252899,0.9714,0.9716
"641",4,50,-0.5,0.6,0.5,0.539555678628323,0.042422072934571,0.960991106323396,0.980301538468341,0.0791113572566464,-0.427259260582913,0.224982167441462,0.9491,0.944
"642",4,50,-0.5,0.6,1,1.07561675589385,0.0842823547801164,0.977356496849569,0.988613421337971,0.0756167558938527,-0.427311871306247,0.226648816330995,0.8876,0.876
"643",4,50,-0.5,0.8,0,0.0001874935233295,0.0170140910959025,0.824212359150569,0.907861420675297,Inf,-0.427124801612362,0.502471361565191,0.98,0.9804
"644",4,50,-0.5,0.8,0.5,0.578049038131882,0.0505291347070198,0.865456598027571,0.93029919812261,0.156098076263763,-0.427566435650942,0.494356804091848,0.9492,0.9155
"645",4,50,-0.5,0.8,1,1.15737341860124,0.153929376661181,0.899054510912176,0.948184850602548,0.157373418601235,-0.427294904131338,0.49772148607119,0.8875,0.8534
"646",4,50,-0.3,0,0,0.0005024797549035,0.0376158201509266,0.985065315937637,0.992504567212483,Inf,-0.240431650223148,0,0.9333,0.9334
"647",4,50,-0.3,0,0.5,0.50552334033071,0.0387017359110401,0.985281752109558,0.992613596577016,0.0110466806614202,-0.240827693664895,0,0.9323,0.9325
"648",4,50,-0.3,0,1,1.0077755672304,0.0403266600385263,0.985191014089549,0.992567888907126,0.00777556723040118,-0.241772328472877,0,0.9414,0.9402
"649",4,50,-0.3,0.2,0,-0.00319140480653405,0.0310720101541158,0.985072178256401,0.992508024278092,-Inf,-0.241508330113937,0.00170460664143231,0.9551,0.9553
"650",4,50,-0.3,0.2,0.5,0.507003857065205,0.0321950912460643,0.985480119721882,0.992713513417583,0.0140077141304098,-0.240225648147857,0.00190138535720582,0.9571,0.9561
"651",4,50,-0.3,0.2,1,1.01198634747584,0.0404059521970048,0.986090766428519,0.993021030204557,0.0119863474758393,-0.241217214146054,0.00189042642620274,0.9394,0.9397
